Car [id=1, brand=Maruti, model=Alto, varient=K10 VXI, year=2018, drivenKilometers=5198, fuel=Petrol, ownerType=First Owner, bodyType=Hatchback, location=Delhi, price=343799 ]
Car [id=7303, brand=Maruti, model=SX4 S Cross, varient=DDiS 320 Alpha, year=2016, drivenKilometers=26000, fuel=Diesel, ownerType=First Owner, bodyType=SUV, location=Bangalore, price=950000 ]
Car [id=7304, brand=Toyota, model=Fortuner, varient=4x4 MT, year=2012, drivenKilometers=119000, fuel=Diesel, ownerType=First Owner, bodyType=SUV, location=Bangalore, price=1675000 ]
Car [id=7307, brand=Mahindra, model=XUV500, varient=W10 2WD, year=2018, drivenKilometers=31000, fuel=Diesel, ownerType=First Owner, bodyType=SUV, location=Bangalore, price=1650000 ]
Car [id=7308, brand=Toyota, model=Fortuner, varient=3.0 Diesel, year=2011, drivenKilometers=184435, fuel=Diesel, ownerType=First Owner, bodyType=SUV, location=Bangalore, price=1240000 ]
Car [id=7309, brand=Tata, model=New Safari, varient=DICOR 2.2 LX 4x2 BS IV, year=2012, drivenKilometers=65000, fuel=Diesel, ownerType=First Owner, bodyType=SUV, location=Bangalore, price=595000 ]
Car [id=7311, brand=Maruti, model=Ignis, varient=1.2 Delta BSIV, year=2017, drivenKilometers=42206, fuel=Petrol, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=528000 ]
Car [id=7312, brand=Volkswagen, model=Vento, varient=Diesel Highline, year=2012, drivenKilometers=93815, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=480000 ]
Car [id=7313, brand=Hyundai, model=i10, varient=Sportz, year=2008, drivenKilometers=93398, fuel=Petrol, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=261000 ]
Car [id=7314, brand=BMW, model=X5, varient=xDrive30d Edition X, year=2016, drivenKilometers=59000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=4600000 ]
Car [id=7315, brand=Hyundai, model=i10, varient=Magna 1.2 iTech SE, year=2010, drivenKilometers=20000, fuel=Petrol, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=415000 ]
Car [id=7316, brand=Mercedes-Benz, model=E-Class, varient=Expression E 220 d BSIV, year=2019, drivenKilometers=2500, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=6300000 ]
Car [id=7317, brand=Mercedes-Benz, model=GLS, varient=350d Grand Edition, year=2018, drivenKilometers=42500, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=7250000 ]
Car [id=7318, brand=Audi, model=Q3, varient=35 TDI Quattro Premium Plus, year=2017, drivenKilometers=58500, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=2850000 ]
Car [id=7319, brand=Audi, model=Q3, varient=35 TDI Quattro Premium Plus, year=2017, drivenKilometers=58500, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=2850000 ]
Car [id=7320, brand=Jaguar, model=XF, varient=3.0 Litre S Premium Luxury, year=2014, drivenKilometers=30000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=3500000 ]
Car [id=7321, brand=Jaguar, model=XF, varient=3.0 Litre S Premium Luxury, year=2014, drivenKilometers=30000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=3500000 ]
Car [id=7322, brand=BMW, model=5 Series, varient=520d Luxury Line, year=2016, drivenKilometers=24000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=3700000 ]
Car [id=7323, brand=BMW, model=5 Series, varient=520d Luxury Line, year=2016, drivenKilometers=24000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=3700000 ]
Car [id=7324, brand=BMW, model=5 Series, varient=530d M Sport, year=2016, drivenKilometers=67000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=3800000 ]
Car [id=7325, brand=BMW, model=5 Series, varient=530d M Sport, year=2016, drivenKilometers=67000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=3800000 ]
Car [id=7326, brand=Land, model=Rover Freelander 2, varient=TD4 SE, year=2009, drivenKilometers=121500, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=1300000 ]
Car [id=7327, brand=Mercedes-Benz, model=GLA Class, varient=200 CDI, year=2015, drivenKilometers=27000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=2350000 ]
Car [id=7328, brand=Mercedes-Benz, model=GLA Class, varient=200 CDI, year=2015, drivenKilometers=27000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=2350000 ]
Car [id=7331, brand=Mercedes-Benz, model=A Class, varient=A180 Sport, year=2014, drivenKilometers=50800, fuel=Petrol, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=1600000 ]
Car [id=7332, brand=Mercedes-Benz, model=A Class, varient=A180 Sport, year=2014, drivenKilometers=50800, fuel=Petrol, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=1600000 ]
Car [id=7333, brand=Porsche, model=Panamera, varient=Diesel, year=2013, drivenKilometers=26000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=6000000 ]
Car [id=7334, brand=Porsche, model=Panamera, varient=Diesel, year=2013, drivenKilometers=26000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=6000000 ]
Car [id=7339, brand=Mercedes-Benz, model=New C-Class, varient=C 220 CDI Avantgarde, year=2018, drivenKilometers=40959, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=3475000 ]
Car [id=7340, brand=BMW, model=X1, varient=sDrive20d Expedition, year=2019, drivenKilometers=17734, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=3785000 ]
Car [id=7341, brand=BMW, model=3 Series GT, varient=Luxury Line, year=2018, drivenKilometers=40000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=3875000 ]
Car [id=7342, brand=BMW, model=3 Series, varient=320d Luxury Line, year=2018, drivenKilometers=9420, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=3585000 ]
Car [id=7343, brand=BMW, model=X3, varient=xDrive 20d Luxury Line, year=2018, drivenKilometers=21307, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=5700000 ]
Car [id=7344, brand=Volvo, model=S60, varient=D4 KINETIC, year=2019, drivenKilometers=30000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=3200000 ]
Car [id=7345, brand=Volvo, model=S60, varient=D4 KINETIC, year=2019, drivenKilometers=30000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=3200000 ]
Car [id=7346, brand=Mercedes-Benz, model=S-Class, varient=S 350 d, year=2018, drivenKilometers=41481, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=9375000 ]
Car [id=7347, brand=Mercedes-Benz, model=S-Class, varient=S 350 d, year=2018, drivenKilometers=41481, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=9375000 ]
Car [id=7348, brand=Mercedes-Benz, model=CLA, varient=200 CDI Sport, year=2016, drivenKilometers=44000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=2465000 ]
Car [id=7349, brand=Mercedes-Benz, model=CLA, varient=200 CDI Sport, year=2016, drivenKilometers=44000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=2465000 ]
Car [id=7350, brand=BMW, model=X5, varient=xDrive 30d, year=2019, drivenKilometers=26000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=6975000 ]
Car [id=7351, brand=BMW, model=X5, varient=xDrive 30d, year=2019, drivenKilometers=26000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=6975000 ]
Car [id=7352, brand=Mercedes-Benz, model=GL-Class, varient=350 CDI Blue Efficiency, year=2015, drivenKilometers=45000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=5300000 ]
Car [id=7353, brand=Mercedes-Benz, model=GL-Class, varient=350 CDI Blue Efficiency, year=2015, drivenKilometers=45000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=5300000 ]
Car [id=7354, brand=Mercedes-Benz, model=GL-Class, varient=350 CDI Blue Efficiency, year=2015, drivenKilometers=45000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=5300000 ]
Car [id=7355, brand=Audi, model=A4, varient=35 TDI Premium Plus, year=2016, drivenKilometers=24407, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=2650000 ]
Car [id=7356, brand=Audi, model=A4, varient=35 TDI Premium Plus, year=2016, drivenKilometers=24407, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=2650000 ]
Car [id=7359, brand=Mercedes-Benz, model=GLS, varient=400 4MATIC, year=2018, drivenKilometers=14800, fuel=Petrol, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=8400000 ]
Car [id=7360, brand=Mercedes-Benz, model=GLS, varient=400 4MATIC, year=2018, drivenKilometers=14800, fuel=Petrol, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=8400000 ]
Car [id=7370, brand=BMW, model=5 Series, varient=520d Luxury Line, year=2014, drivenKilometers=67000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=2575000 ]
Car [id=7371, brand=BMW, model=5 Series, varient=520d Luxury Line, year=2014, drivenKilometers=67000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=2575000 ]
Car [id=7372, brand=BMW, model=5 Series, varient=520d Luxury Line, year=2014, drivenKilometers=67000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=2575000 ]
Car [id=7373, brand=Mercedes-Benz, model=M-Class, varient=ML 350 4Matic, year=2014, drivenKilometers=83000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=3185000 ]
Car [id=7374, brand=Mercedes-Benz, model=M-Class, varient=ML 350 4Matic, year=2014, drivenKilometers=83000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=3185000 ]
Car [id=7379, brand=BMW, model=3 Series, varient=320d Luxury Line, year=2020, drivenKilometers=4000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=4800000 ]
Car [id=7380, brand=Porsche, model=Panamera, varient=Diesel, year=2013, drivenKilometers=25000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=5100000 ]
Car [id=7381, brand=Land, model=Rover Discovery Sport, varient=TD4 HSE, year=2016, drivenKilometers=18000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=4450000 ]
Car [id=7382, brand=Land, model=Rover Discovery Sport, varient=TD4 HSE, year=2016, drivenKilometers=18000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=4450000 ]
Car [id=7384, brand=Mercedes-Benz, model=B Class, varient=B180 CDI, year=2013, drivenKilometers=44000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=1375000 ]
Car [id=7385, brand=Mercedes-Benz, model=B Class, varient=B180 CDI, year=2013, drivenKilometers=44000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=1375000 ]
Car [id=7386, brand=Mercedes-Benz, model=M-Class, varient=ML 250 CDI, year=2015, drivenKilometers=39000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=3475000 ]
Car [id=7387, brand=Mercedes-Benz, model=M-Class, varient=ML 250 CDI, year=2015, drivenKilometers=39000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=3450000 ]
Car [id=7388, brand=Mercedes-Benz, model=M-Class, varient=ML 250 CDI, year=2015, drivenKilometers=39000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=3450000 ]
Car [id=7389, brand=Audi, model=A4, varient=2.0 TDI Multitronic, year=2013, drivenKilometers=32000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=1625000 ]
Car [id=7390, brand=Audi, model=A4, varient=2.0 TDI Multitronic, year=2013, drivenKilometers=32000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=1625000 ]
Car [id=7393, brand=Audi, model=Q3, varient=35 TDI Quattro Premium, year=2017, drivenKilometers=44347, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=3400000 ]
Car [id=7394, brand=Mercedes-Benz, model=GL-Class, varient=350 CDI Luxury, year=2012, drivenKilometers=58000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=3300000 ]
Car [id=7406, brand=Mercedes-Benz, model=M-Class, varient=ML 250 CDI, year=2015, drivenKilometers=62000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=3350000 ]
Car [id=7407, brand=Mercedes-Benz, model=B Class, varient=B200 CDI, year=2016, drivenKilometers=70000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=1925000 ]
Car [id=7408, brand=BMW, model=7 Series, varient=730Ld Sedan, year=2010, drivenKilometers=71000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=1950000 ]
Car [id=7410, brand=Mercedes-Benz, model=GL-Class, varient=350 CDI Blue Efficiency, year=2015, drivenKilometers=82000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=5475000 ]
Car [id=7411, brand=Land, model=Rover Range Rover, varient=3.6 TDV8 Vogue SE Diesel, year=2011, drivenKilometers=77000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=3300000 ]
Car [id=7414, brand=Jaguar, model=XF, varient=3.0 Litre S Premium Luxury, year=2012, drivenKilometers=110000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=2150000 ]
Car [id=7415, brand=BMW, model=5 Series, varient=523i Sedan, year=2010, drivenKilometers=94000, fuel=Petrol, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=1475000 ]
Car [id=7425, brand=Volvo, model=XC 90, varient=D5 Inscription BSIV, year=2017, drivenKilometers=82000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=5200000 ]
Car [id=7426, brand=Audi, model=Q3, varient=35 TDI Quattro Premium Plus, year=2017, drivenKilometers=58000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=2750000 ]
Car [id=7428, brand=Skoda, model=Kodiaq, varient=2.0 TDI Style, year=2017, drivenKilometers=29407, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=3145000 ]
Car [id=7429, brand=Mini, model=Cooper Countryman, varient=Cooper S, year=2018, drivenKilometers=25389, fuel=Petrol, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=3725000 ]
Car [id=7430, brand=Mercedes-Benz, model=GL-Class, varient=350 CDI Blue Efficiency, year=2015, drivenKilometers=45000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=5275000 ]
Car [id=7431, brand=Audi, model=A6, varient=35 TDI, year=2016, drivenKilometers=43000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=2995000 ]
Car [id=7432, brand=BMW, model=5 Series, varient=530d M Sport, year=2019, drivenKilometers=30000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=5475000 ]
Car [id=7433, brand=Mercedes-Benz, model=New C-Class, varient=C 220 CDI Style, year=2017, drivenKilometers=47000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=3248000 ]
Car [id=7434, brand=Land, model=Rover Range Rover Evoque, varient=2.0 TD4 HSE Dynamic, year=2017, drivenKilometers=37000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=4295000 ]
Car [id=7435, brand=Land, model=Rover Range Rover Evoque, varient=2.0 TD4 HSE Dynamic, year=2017, drivenKilometers=37000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=4500000 ]
Car [id=7438, brand=Land, model=Rover Discovery Sport, varient=SD4 HSE Luxury 7S, year=2016, drivenKilometers=18000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=4450000 ]
Car [id=7439, brand=Mercedes-Benz, model=B Class, varient=B180 CDI, year=2013, drivenKilometers=88000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=1390000 ]
Car [id=7440, brand=BMW, model=3 Series GT, varient=Sport, year=2016, drivenKilometers=61984, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=3000000 ]
Car [id=7442, brand=Mercedes-Benz, model=GLC, varient=43 AMG Coupe, year=2017, drivenKilometers=12500, fuel=Petrol, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=7595000 ]
Car [id=7443, brand=Mercedes-Benz, model=GLA, varient=Aero Edition, year=2014, drivenKilometers=73802, fuel=Petrol, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=1550000 ]
Car [id=7444, brand=Mercedes-Benz, model=E-Class, varient=E250 CDI Avantgrade, year=2014, drivenKilometers=60000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=2475000 ]
Car [id=7445, brand=Porsche, model=Panamera, varient=Diesel, year=2013, drivenKilometers=25000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=6495000 ]
Car [id=7446, brand=Jaguar, model=XJ, varient=5.0 L V8 Supercharged, year=2010, drivenKilometers=35000, fuel=Petrol, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=3995000 ]
Car [id=7451, brand=Mercedes-Benz, model=CLA, varient=200 CDI Style, year=2017, drivenKilometers=60000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=3250000 ]
Car [id=7456, brand=Mercedes-Benz, model=GL-Class, varient=350 CDI Blue Efficiency, year=2014, drivenKilometers=77621, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=3600000 ]
Car [id=7459, brand=Audi, model=Q3, varient=35 TDI Quattro Premium Plus, year=2015, drivenKilometers=68208, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=2450000 ]
Car [id=7460, brand=Mercedes-Benz, model=M-Class, varient=ML 350 4Matic, year=2014, drivenKilometers=83600, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=3350000 ]
Car [id=7466, brand=BMW, model=X1, varient=xDrive 20d xLine, year=2018, drivenKilometers=15000, fuel=Diesel, ownerType=First Owner, bodyType=Luxury, location=Bangalore, price=3170000 ]
Car [id=7467, brand=Maruti, model=Eeco, varient=5 Seater AC, year=2016, drivenKilometers=8555, fuel=Petrol, ownerType=First Owner, bodyType=Minivan, location=Bangalore, price=379000 ]
Car [id=7468, brand=Hyundai, model=Santa Fe, varient=4X4, year=2013, drivenKilometers=72851, fuel=Diesel, ownerType=First Owner, bodyType=Minivan, location=Bangalore, price=1225000 ]
Car [id=7469, brand=Hyundai, model=Verna, varient=1.6 EX VTVT, year=2013, drivenKilometers=64000, fuel=Petrol, ownerType=First Owner, bodyType=Minivan, location=Bangalore, price=560000 ]
Car [id=7471, brand=Mercedes-Benz, model=M-Class, varient=ML 250 CDI, year=2015, drivenKilometers=39000, fuel=Diesel, ownerType=First Owner, bodyType=Minivan, location=Bangalore, price=3475000 ]
Car [id=7472, brand=Ford, model=Endeavour, varient=3.2 Trend AT 4X4, year=2016, drivenKilometers=66000, fuel=Diesel, ownerType=First Owner, bodyType=Minivan, location=Bangalore, price=2989000 ]
Car [id=7473, brand=Hyundai, model=i10, varient=Magna 1.2 iTech SE, year=2010, drivenKilometers=20000, fuel=Petrol, ownerType=First Owner, bodyType=Minivan, location=Bangalore, price=415000 ]
Car [id=7474, brand=Maruti, model=Eeco, varient=5 Seater AC BSIV, year=2019, drivenKilometers=11000, fuel=Petrol, ownerType=First Owner, bodyType=Minivan, location=Bangalore, price=450000 ]
Car [id=7475, brand=Maruti, model=Eeco, varient=5 Seater AC, year=2019, drivenKilometers=30661, fuel=Petrol, ownerType=First Owner, bodyType=Minivan, location=Bangalore, price=439000 ]
Car [id=7477, brand=Maruti, model=Eeco, varient=5 Seater AC BSIV, year=2019, drivenKilometers=10745, fuel=Petrol, ownerType=First Owner, bodyType=Minivan, location=Bangalore, price=425000 ]
Car [id=7479, brand=Maruti, model=Eeco, varient=7 Seater Standard BSIV, year=2018, drivenKilometers=25000, fuel=Petrol, ownerType=First Owner, bodyType=Minivan, location=Bangalore, price=423000 ]
Car [id=7480, brand=Maruti, model=Eeco, varient=5 Seater AC BSIV, year=2017, drivenKilometers=33000, fuel=Petrol, ownerType=First Owner, bodyType=Minivan, location=Bangalore, price=425000 ]
Car [id=7482, brand=Maruti, model=Omni, varient=5 Seater BSIV, year=2014, drivenKilometers=25000, fuel=Petrol, ownerType=First Owner, bodyType=Minivan, location=Bangalore, price=310000 ]
Car [id=7483, brand=Maruti, model=Eeco, varient=5 Seater AC BSIV, year=2017, drivenKilometers=84000, fuel=Petrol, ownerType=First Owner, bodyType=Minivan, location=Bangalore, price=390000 ]
Car [id=7484, brand=Maruti, model=Eeco, varient=5 Seater Standard BSIV, year=2014, drivenKilometers=53000, fuel=Petrol, ownerType=First Owner, bodyType=Minivan, location=Bangalore, price=370000 ]
Car [id=7485, brand=Maruti, model=Eeco, varient=5 Seater Standard BSIV, year=2019, drivenKilometers=15000, fuel=Petrol, ownerType=First Owner, bodyType=Minivan, location=Bangalore, price=380000 ]
Car [id=7486, brand=Maruti, model=Eeco, varient=5 Seater AC BSIV, year=2011, drivenKilometers=56000, fuel=Petrol, ownerType=First Owner, bodyType=Minivan, location=Bangalore, price=275000 ]
Car [id=7489, brand=Maruti, model=Eeco, varient=5 Seater AC BSIV, year=2014, drivenKilometers=35000, fuel=Petrol, ownerType=First Owner, bodyType=Minivan, location=Bangalore, price=350000 ]
Car [id=7490, brand=Maruti, model=Eeco, varient=5 Seater AC, year=2015, drivenKilometers=58000, fuel=Petrol, ownerType=First Owner, bodyType=Minivan, location=Bangalore, price=375000 ]
Car [id=7493, brand=Maruti, model=Omni, varient=E MPI STD BSIV, year=2016, drivenKilometers=20000, fuel=Petrol, ownerType=First Owner, bodyType=Minivan, location=Bangalore, price=325000 ]
Car [id=7495, brand=Mercedes-Benz, model=M-Class, varient=ML 250 CDI, year=2015, drivenKilometers=39000, fuel=Diesel, ownerType=First Owner, bodyType=Super Luxury, location=Bangalore, price=3475000 ]
Car [id=7496, brand=Hyundai, model=Grand i10, varient=1.2 Kappa Sportz BSIV, year=2019, drivenKilometers=9369, fuel=Petrol, ownerType=First Owner, bodyType=Super Luxury, location=Bangalore, price=591000 ]
Car [id=7497, brand=Mahindra, model=KUV 100, varient=mFALCON G80 K8, year=2016, drivenKilometers=19022, fuel=Petrol, ownerType=First Owner, bodyType=Super Luxury, location=Bangalore, price=424000 ]
Car [id=7498, brand=Hyundai, model=i10, varient=Magna 1.2 iTech SE, year=2010, drivenKilometers=20000, fuel=Petrol, ownerType=First Owner, bodyType=Super Luxury, location=Bangalore, price=415000 ]
Car [id=7499, brand=Mercedes-Benz, model=GLS, varient=350d 4MATIC, year=2018, drivenKilometers=54000, fuel=Diesel, ownerType=First Owner, bodyType=Super Luxury, location=Bangalore, price=6600000 ]
Car [id=7500, brand=Maruti, model=Ertiga, varient=VXI ABS, year=2014, drivenKilometers=19313, fuel=Petrol, ownerType=First Owner, bodyType=MUV, location=Bangalore, price=595000 ]
Car [id=7501, brand=Hyundai, model=Grand i10, varient=1.2 Kappa Sportz BSIV, year=2019, drivenKilometers=9369, fuel=Petrol, ownerType=First Owner, bodyType=MUV, location=Bangalore, price=591000 ]
Car [id=7502, brand=Renault, model=KWID, varient=1.0 RXT AMT Opt BSIV, year=2019, drivenKilometers=7858, fuel=Petrol, ownerType=First Owner, bodyType=MUV, location=Bangalore, price=484000 ]
Car [id=7503, brand=Maruti, model=Ignis, varient=1.2 Delta BSIV, year=2017, drivenKilometers=42206, fuel=Petrol, ownerType=First Owner, bodyType=MUV, location=Bangalore, price=528000 ]
Car [id=7504, brand=Hyundai, model=i10, varient=Sportz, year=2008, drivenKilometers=93398, fuel=Petrol, ownerType=First Owner, bodyType=MUV, location=Bangalore, price=261000 ]
Car [id=7505, brand=Volkswagen, model=Vento, varient=Diesel Highline, year=2012, drivenKilometers=93815, fuel=Diesel, ownerType=First Owner, bodyType=MUV, location=Bangalore, price=480000 ]
Car [id=7506, brand=Hyundai, model=i10, varient=Magna 1.2 iTech SE, year=2010, drivenKilometers=20000, fuel=Petrol, ownerType=First Owner, bodyType=MUV, location=Bangalore, price=415000 ]
Car [id=7507, brand=Chevrolet, model=Tavera, varient=Neo 3 LT 8 Seats BSIII, year=2017, drivenKilometers=17000, fuel=Diesel, ownerType=First Owner, bodyType=MUV, location=Bangalore, price=975000 ]
Car [id=7508, brand=Maruti, model=Ertiga, varient=SHVS VDI, year=2016, drivenKilometers=47000, fuel=Diesel, ownerType=First Owner, bodyType=MUV, location=Bangalore, price=820000 ]
Car [id=7509, brand=Toyota, model=Innova Crysta, varient=2.4 VX MT 8S BSIV, year=2018, drivenKilometers=100000, fuel=Diesel, ownerType=First Owner, bodyType=MUV, location=Bangalore, price=1950000 ]
Car [id=7511, brand=Maruti, model=Ertiga, varient=VDI Limited Edition, year=2015, drivenKilometers=48000, fuel=Diesel, ownerType=First Owner, bodyType=MUV, location=Bangalore, price=840000 ]
Car [id=7512, brand=Toyota, model=Innova, varient=2.0 VX (Petrol) 8 Seater BS IV, year=2006, drivenKilometers=126000, fuel=Petrol, ownerType=First Owner, bodyType=MUV, location=Bangalore, price=450000 ]
Car [id=7513, brand=Toyota, model=Innova, varient=2.5 V Diesel 8-seater, year=2009, drivenKilometers=172353, fuel=Diesel, ownerType=First Owner, bodyType=MUV, location=Bangalore, price=750000 ]
Car [id=7514, brand=Toyota, model=Innova, varient=2.5 G4 Diesel 7-seater, year=2007, drivenKilometers=120000, fuel=Diesel, ownerType=First Owner, bodyType=MUV, location=Bangalore, price=525000 ]
Car [id=7519, brand=Mahindra, model=Marazzo, varient=M6, year=2019, drivenKilometers=22000, fuel=Diesel, ownerType=First Owner, bodyType=MUV, location=Bangalore, price=1273000 ]
Car [id=7520, brand=Mahindra, model=Marazzo, varient=M8, year=2019, drivenKilometers=15079, fuel=Diesel, ownerType=First Owner, bodyType=MUV, location=Bangalore, price=1425000 ]
Car [id=7521, brand=Renault, model=Triber, varient=RXZ BSIV, year=2019, drivenKilometers=14292, fuel=Petrol, ownerType=First Owner, bodyType=MUV, location=Bangalore, price=745000 ]
Car [id=7523, brand=Toyota, model=Innova Crysta, varient=2.8 ZX AT BSIV, year=2017, drivenKilometers=12371, fuel=Diesel, ownerType=First Owner, bodyType=MUV, location=Bangalore, price=1750000 ]
Car [id=7524, brand=Maruti, model=Ertiga, varient=VXI, year=2018, drivenKilometers=28202, fuel=Petrol, ownerType=First Owner, bodyType=MUV, location=Bangalore, price=725000 ]
Car [id=7525, brand=Tata, model=Hexa, varient=XE, year=2018, drivenKilometers=100000, fuel=Diesel, ownerType=First Owner, bodyType=MUV, location=Bangalore, price=1050000 ]
