ID,Brand,Model,Varient,Manufacture Year,Driven Kilometers,Fuel,Number of Owner,Body Type,Location,Price
7300,Nissan,Terrano,XV Premium 110 PS,2014,52000,Diesel,Second Owner,SUV,Bangalore,725000
7301,Honda,WR-V,i-DTEC VX,2017,53696,Diesel,First Owner,SUV,Bangalore,875000
7302,Ford,Endeavour,3.2 Titanium AT 4X4,2017,53000,Diesel,First Owner,SUV,Bangalore,2990000
7303,Maruti,SX4 S Cross,DDiS 320 Alpha,2016,26000,Diesel,First Owner,SUV,Bangalore,950000
7304,Toyota,Fortuner,4x4 MT,2012,119000,Diesel,First Owner,SUV,Bangalore,1675000
7305,Mahindra,XUV500,W8 2WD,2014,55880,Diesel,Second Owner,SUV,Bangalore,899000
7306,Hyundai,Santa Fe,4WD AT,2015,88000,Diesel,Second Owner,SUV,Bangalore,1525000
7307,Mahindra,XUV500,W10 2WD,2018,31000,Diesel,First Owner,SUV,Bangalore,1650000
7308,Toyota,Fortuner,3.0 Diesel,2011,184435,Diesel,First Owner,SUV,Bangalore,1240000
7309,Tata,New Safari,DICOR 2.2 LX 4x2 BS IV,2012,65000,Diesel,First Owner,SUV,Bangalore,595000
7310,Maruti,Vitara Brezza,ZDi,2017,36000,Diesel,Second Owner,SUV,Bangalore,925000
7311,Maruti,Ignis,1.2 Delta BSIV,2017,42206,Petrol,First Owner,Luxury,Bangalore,528000
7312,Volkswagen,Vento,Diesel Highline,2012,93815,Diesel,First Owner,Luxury,Bangalore,480000
7313,Hyundai,i10,Sportz,2008,93398,Petrol,First Owner,Luxury,Bangalore,261000
7314,BMW,X5,xDrive30d Edition X,2016,59000,Diesel,First Owner,Luxury,Bangalore,4600000
7315,Hyundai,i10,Magna 1.2 iTech SE,2010,20000,Petrol,First Owner,Luxury,Bangalore,415000
7316,Mercedes-Benz,E-Class,Expression E 220 d BSIV,2019,2500,Diesel,First Owner,Luxury,Bangalore,6300000
7317,Mercedes-Benz,GLS,350d Grand Edition,2018,42500,Diesel,First Owner,Luxury,Bangalore,7250000
7318,Audi,Q3,35 TDI Quattro Premium Plus,2017,58500,Diesel,First Owner,Luxury,Bangalore,2850000
7319,Audi,Q3,35 TDI Quattro Premium Plus,2017,58500,Diesel,First Owner,Luxury,Bangalore,2850000
7320,Jaguar,XF,3.0 Litre S Premium Luxury,2014,30000,Diesel,First Owner,Luxury,Bangalore,3500000
7321,Jaguar,XF,3.0 Litre S Premium Luxury,2014,30000,Diesel,First Owner,Luxury,Bangalore,3500000
7322,BMW,5 Series,520d Luxury Line,2016,24000,Diesel,First Owner,Luxury,Bangalore,3700000
7323,BMW,5 Series,520d Luxury Line,2016,24000,Diesel,First Owner,Luxury,Bangalore,3700000
7324,BMW,5 Series,530d M Sport,2016,67000,Diesel,First Owner,Luxury,Bangalore,3800000
7325,BMW,5 Series,530d M Sport,2016,67000,Diesel,First Owner,Luxury,Bangalore,3800000
7326,Land,Rover Freelander 2,TD4 SE,2009,121500,Diesel,First Owner,Luxury,Bangalore,1300000
7327,Mercedes-Benz,GLA Class,200 CDI,2015,27000,Diesel,First Owner,Luxury,Bangalore,2350000
7328,Mercedes-Benz,GLA Class,200 CDI,2015,27000,Diesel,First Owner,Luxury,Bangalore,2350000
7329,Volkswagen,Phaeton,3.6,2013,51000,Petrol,Second Owner,Luxury,Bangalore,2300000
7330,Volkswagen,Phaeton,3.6,2013,51000,Petrol,Second Owner,Luxury,Bangalore,2300000
7331,Mercedes-Benz,A Class,A180 Sport,2014,50800,Petrol,First Owner,Luxury,Bangalore,1600000
7332,Mercedes-Benz,A Class,A180 Sport,2014,50800,Petrol,First Owner,Luxury,Bangalore,1600000
7333,Porsche,Panamera,Diesel,2013,26000,Diesel,First Owner,Luxury,Bangalore,6000000
7334,Porsche,Panamera,Diesel,2013,26000,Diesel,First Owner,Luxury,Bangalore,6000000
7335,Land,Rover Range Rover,LWB 4.4 SDV8 Vogue SE,2013,54000,Diesel,Second Owner,Luxury,Bangalore,9200000
7336,Land,Rover Range Rover,LWB 4.4 SDV8 Vogue SE,2013,54000,Diesel,Second Owner,Luxury,Bangalore,9200000
7337,Mercedes-Benz,E-Class,E270 CDI,2004,99000,Diesel,Second Owner,Luxury,Bangalore,950000
7338,Mercedes-Benz,E-Class,E270 CDI,2004,99000,Diesel,Second Owner,Luxury,Bangalore,950000
7339,Mercedes-Benz,New C-Class,C 220 CDI Avantgarde,2018,40959,Diesel,First Owner,Luxury,Bangalore,3475000
7340,BMW,X1,sDrive20d Expedition,2019,17734,Diesel,First Owner,Luxury,Bangalore,3785000
7341,BMW,3 Series GT,Luxury Line,2018,40000,Diesel,First Owner,Luxury,Bangalore,3875000
7342,BMW,3 Series,320d Luxury Line,2018,9420,Diesel,First Owner,Luxury,Bangalore,3585000
7343,BMW,X3,xDrive 20d Luxury Line,2018,21307,Diesel,First Owner,Luxury,Bangalore,5700000
7344,Volvo,S60,D4 KINETIC,2019,30000,Diesel,First Owner,Luxury,Bangalore,3200000
7345,Volvo,S60,D4 KINETIC,2019,30000,Diesel,First Owner,Luxury,Bangalore,3200000
7346,Mercedes-Benz,S-Class,S 350 d,2018,41481,Diesel,First Owner,Luxury,Bangalore,9375000
7347,Mercedes-Benz,S-Class,S 350 d,2018,41481,Diesel,First Owner,Luxury,Bangalore,9375000
7348,Mercedes-Benz,CLA,200 CDI Sport,2016,44000,Diesel,First Owner,Luxury,Bangalore,2465000
7349,Mercedes-Benz,CLA,200 CDI Sport,2016,44000,Diesel,First Owner,Luxury,Bangalore,2465000
7350,BMW,X5,xDrive 30d,2019,26000,Diesel,First Owner,Luxury,Bangalore,6975000
7351,BMW,X5,xDrive 30d,2019,26000,Diesel,First Owner,Luxury,Bangalore,6975000
7352,Mercedes-Benz,GL-Class,350 CDI Blue Efficiency,2015,45000,Diesel,First Owner,Luxury,Bangalore,5300000
7353,Mercedes-Benz,GL-Class,350 CDI Blue Efficiency,2015,45000,Diesel,First Owner,Luxury,Bangalore,5300000
7354,Mercedes-Benz,GL-Class,350 CDI Blue Efficiency,2015,45000,Diesel,First Owner,Luxury,Bangalore,5300000
7355,Audi,A4,35 TDI Premium Plus,2016,24407,Diesel,First Owner,Luxury,Bangalore,2650000
7356,Audi,A4,35 TDI Premium Plus,2016,24407,Diesel,First Owner,Luxury,Bangalore,2650000
7357,Mercedes-Benz,B Class,B200 CDI,2016,35018,Diesel,Second Owner,Luxury,Bangalore,2050000
7358,Mercedes-Benz,B Class,B200 CDI,2016,35018,Diesel,Second Owner,Luxury,Bangalore,2050000
7359,Mercedes-Benz,GLS,400 4MATIC,2018,14800,Petrol,First Owner,Luxury,Bangalore,8400000
7360,Mercedes-Benz,GLS,400 4MATIC,2018,14800,Petrol,First Owner,Luxury,Bangalore,8400000
7361,BMW,5 Series,530d,2009,35000,Diesel,Second Owner,Luxury,Bangalore,1750000
7362,BMW,5 Series,530d,2009,35000,Diesel,Second Owner,Luxury,Bangalore,1750000
7363,BMW,5 Series,530d,2009,35000,Diesel,Second Owner,Luxury,Bangalore,1750000
7364,BMW,5 Series,530d,2010,35000,Diesel,Second Owner,Luxury,Bangalore,1750000
7365,BMW,5 Series,530d,2010,35000,Diesel,Second Owner,Luxury,Bangalore,1750000
7366,BMW,5 Series,530d,2010,35000,Diesel,Second Owner,Luxury,Bangalore,1750000
7367,BMW,5 Series,520d Luxury Line,2013,57000,Diesel,Second Owner,Luxury,Bangalore,1850000
7368,BMW,5 Series,520d Luxury Line,2013,57000,Diesel,Second Owner,Luxury,Bangalore,1850000
7369,BMW,5 Series,520d Luxury Line,2013,57000,Diesel,Second Owner,Luxury,Bangalore,1850000
7370,BMW,5 Series,520d Luxury Line,2014,67000,Diesel,First Owner,Luxury,Bangalore,2575000
7371,BMW,5 Series,520d Luxury Line,2014,67000,Diesel,First Owner,Luxury,Bangalore,2575000
7372,BMW,5 Series,520d Luxury Line,2014,67000,Diesel,First Owner,Luxury,Bangalore,2575000
7373,Mercedes-Benz,M-Class,ML 350 4Matic,2014,83000,Diesel,First Owner,Luxury,Bangalore,3185000
7374,Mercedes-Benz,M-Class,ML 350 4Matic,2014,83000,Diesel,First Owner,Luxury,Bangalore,3185000
7375,Audi,A6,2.0 TDI,2013,69233,Diesel,Second Owner,Luxury,Bangalore,1995000
7376,Audi,A6,2.0 TDI,2013,69233,Diesel,Second Owner,Luxury,Bangalore,1995000
7377,BMW,3 Series,320i,2012,76186,Petrol,Second Owner,Luxury,Bangalore,1285000
7378,BMW,3 Series,320i,2012,76186,Petrol,Second Owner,Luxury,Bangalore,1285000
7379,BMW,3 Series,320d Luxury Line,2020,4000,Diesel,First Owner,Luxury,Bangalore,4800000
7380,Porsche,Panamera,Diesel,2013,25000,Diesel,First Owner,Luxury,Bangalore,5100000
7381,Land,Rover Discovery Sport,TD4 HSE,2016,18000,Diesel,First Owner,Luxury,Bangalore,4450000
7382,Land,Rover Discovery Sport,TD4 HSE,2016,18000,Diesel,First Owner,Luxury,Bangalore,4450000
7383,Audi,A4,2.0 TDI 177 Bhp Premium Plus,2013,33000,Diesel,Second Owner,Luxury,Bangalore,1645000
7384,Mercedes-Benz,B Class,B180 CDI,2013,44000,Diesel,First Owner,Luxury,Bangalore,1375000
7385,Mercedes-Benz,B Class,B180 CDI,2013,44000,Diesel,First Owner,Luxury,Bangalore,1375000
7386,Mercedes-Benz,M-Class,ML 250 CDI,2015,39000,Diesel,First Owner,Luxury,Bangalore,3475000
7387,Mercedes-Benz,M-Class,ML 250 CDI,2015,39000,Diesel,First Owner,Luxury,Bangalore,3450000
7388,Mercedes-Benz,M-Class,ML 250 CDI,2015,39000,Diesel,First Owner,Luxury,Bangalore,3450000
7389,Audi,A4,2.0 TDI Multitronic,2013,32000,Diesel,First Owner,Luxury,Bangalore,1625000
7390,Audi,A4,2.0 TDI Multitronic,2013,32000,Diesel,First Owner,Luxury,Bangalore,1625000
7391,Mercedes-Benz,M-Class,ML 250 CDI,2013,80000,Diesel,Second Owner,Luxury,Bangalore,2525000
7392,Audi,Q5,2.0 TDI Premium Plus,2015,75000,Diesel,Second Owner,Luxury,Bangalore,2675000
7393,Audi,Q3,35 TDI Quattro Premium,2017,44347,Diesel,First Owner,Luxury,Bangalore,3400000
7394,Mercedes-Benz,GL-Class,350 CDI Luxury,2012,58000,Diesel,First Owner,Luxury,Bangalore,3300000
7395,Audi,A4,2.0 TDI 177 Bhp Premium Plus,2012,70000,Diesel,Second Owner,Luxury,Bangalore,1275000
7396,Audi,A4,2.0 TDI 177 Bhp Premium Plus,2012,70000,Diesel,Second Owner,Luxury,Bangalore,1275000
7397,BMW,Z4,35i DPT,2013,18000,Petrol,Second Owner,Luxury,Bangalore,3870000
7398,Audi,Q5,2.0 TDI Premium Plus,2014,79000,Diesel,Second Owner,Luxury,Bangalore,1845000
7399,Audi,Q5,2.0 TDI Premium Plus,2014,79000,Diesel,Second Owner,Luxury,Bangalore,1845000
7400,Volvo,S60,D4 KINETIC,2014,75000,Diesel,Second Owner,Luxury,Bangalore,1395000
7401,Mercedes-Benz,GL-Class,350 CDI Blue Efficiency,2016,60000,Diesel,Second Owner,Luxury,Bangalore,5200000
7402,Audi,Q7,3.0 TDI Quattro Premium Plus,2013,54234,Diesel,Second Owner,Luxury,Bangalore,2640000
7403,Mercedes-Benz,B Class,B180 CDI,2014,46000,Diesel,Second Owner,Luxury,Bangalore,1475000
7404,Mercedes-Benz,B Class,B180 CDI,2014,46000,Diesel,Second Owner,Luxury,Bangalore,1475000
7405,Audi,A8,4.2 TDI,2012,50000,Diesel,Second Owner,Luxury,Bangalore,3500000
7406,Mercedes-Benz,M-Class,ML 250 CDI,2015,62000,Diesel,First Owner,Luxury,Bangalore,3350000
7407,Mercedes-Benz,B Class,B200 CDI,2016,70000,Diesel,First Owner,Luxury,Bangalore,1925000
7408,BMW,7 Series,730Ld Sedan,2010,71000,Diesel,First Owner,Luxury,Bangalore,1950000
7409,BMW,5 Series,GT 530d LE,2010,59000,Diesel,Second Owner,Luxury,Bangalore,1950000
7410,Mercedes-Benz,GL-Class,350 CDI Blue Efficiency,2015,82000,Diesel,First Owner,Luxury,Bangalore,5475000
7411,Land,Rover Range Rover,3.6 TDV8 Vogue SE Diesel,2011,77000,Diesel,First Owner,Luxury,Bangalore,3300000
7412,BMW,3 Series,320d Highline,2011,48000,Diesel,Third Owner,Luxury,Bangalore,1175000
7413,BMW,3 Series,320d Corporate Edition,2012,59000,Diesel,Second Owner,Luxury,Bangalore,1400000
7414,Jaguar,XF,3.0 Litre S Premium Luxury,2012,110000,Diesel,First Owner,Luxury,Bangalore,2150000
7415,BMW,5 Series,523i Sedan,2010,94000,Petrol,First Owner,Luxury,Bangalore,1475000
7416,BMW,X1,sDrive 20D xLine,2013,74000,Diesel,Second Owner,Luxury,Bangalore,1390000
7417,Mercedes-Benz,E-Class,280 CDI,2008,80000,Diesel,Second Owner,Luxury,Bangalore,925000
7418,BMW,7 Series,730Ld Sedan,2010,72002,Diesel,Second Owner,Luxury,Bangalore,1875000
7419,Audi,A4,2.0 TDI Premium Sport Limited Edition,2012,62000,Diesel,Third Owner,Luxury,Bangalore,1200000
7420,Mercedes-Benz,New C-Class,220 CDI AT,2013,90000,Diesel,Second Owner,Luxury,Bangalore,1575000
7421,Mercedes-Benz,New C-Class,220 CDI AT,2005,87000,Diesel,Second Owner,Luxury,Bangalore,670000
7422,Mercedes-Benz,New C-Class,C 220 CDI Avantgarde,2013,90000,Diesel,Second Owner,Luxury,Bangalore,1475000
7423,Land,Rover Range Rover Sport,HSE,2010,100000,Diesel,Second Owner,Luxury,Bangalore,2950000
7424,BMW,X3,xDrive20d,2013,100000,Diesel,Second Owner,Luxury,Bangalore,1950000
7425,Volvo,XC 90,D5 Inscription BSIV,2017,82000,Diesel,First Owner,Luxury,Bangalore,5200000
7426,Audi,Q3,35 TDI Quattro Premium Plus,2017,58000,Diesel,First Owner,Luxury,Bangalore,2750000
7427,Audi,Q5,30 TDI quattro Premium Plus,2016,75000,Diesel,Second Owner,Luxury,Bangalore,2750000
7428,Skoda,Kodiaq,2.0 TDI Style,2017,29407,Diesel,First Owner,Luxury,Bangalore,3145000
7429,Mini,Cooper Countryman,Cooper S,2018,25389,Petrol,First Owner,Luxury,Bangalore,3725000
7430,Mercedes-Benz,GL-Class,350 CDI Blue Efficiency,2015,45000,Diesel,First Owner,Luxury,Bangalore,5275000
7431,Audi,A6,35 TDI,2016,43000,Diesel,First Owner,Luxury,Bangalore,2995000
7432,BMW,5 Series,530d M Sport,2019,30000,Diesel,First Owner,Luxury,Bangalore,5475000
7433,Mercedes-Benz,New C-Class,C 220 CDI Style,2017,47000,Diesel,First Owner,Luxury,Bangalore,3248000
7434,Land,Rover Range Rover Evoque,2.0 TD4 HSE Dynamic,2017,37000,Diesel,First Owner,Luxury,Bangalore,4295000
7435,Land,Rover Range Rover Evoque,2.0 TD4 HSE Dynamic,2017,37000,Diesel,First Owner,Luxury,Bangalore,4500000
7436,Audi,A6,35 TDI,2015,46500,Diesel,Second Owner,Luxury,Bangalore,2450000
7437,Mercedes-Benz,GLA Class,200 CDI SPORT,2015,57000,Diesel,Second Owner,Luxury,Bangalore,1945000
7438,Land,Rover Discovery Sport,SD4 HSE Luxury 7S,2016,18000,Diesel,First Owner,Luxury,Bangalore,4450000
7439,Mercedes-Benz,B Class,B180 CDI,2013,88000,Diesel,First Owner,Luxury,Bangalore,1390000
7440,BMW,3 Series GT,Sport,2016,61984,Diesel,First Owner,Luxury,Bangalore,3000000
7441,BMW,6 Series,640d Design Pure Experience,2016,46447,Diesel,Third Owner,Luxury,Bangalore,4000000
7442,Mercedes-Benz,GLC,43 AMG Coupe,2017,12500,Petrol,First Owner,Luxury,Bangalore,7595000
7443,Mercedes-Benz,GLA,Aero Edition,2014,73802,Petrol,First Owner,Luxury,Bangalore,1550000
7444,Mercedes-Benz,E-Class,E250 CDI Avantgrade,2014,60000,Diesel,First Owner,Luxury,Bangalore,2475000
7445,Porsche,Panamera,Diesel,2013,25000,Diesel,First Owner,Luxury,Bangalore,6495000
7446,Jaguar,XJ,5.0 L V8 Supercharged,2010,35000,Petrol,First Owner,Luxury,Bangalore,3995000
7447,Audi,A4,New 2.0 TDI Multitronic,2012,70000,Diesel,Second Owner,Luxury,Bangalore,1250000
7448,Audi,Q5,3.0 TDI,2010,106437,Diesel,Third Owner,Luxury,Bangalore,1370000
7449,Mercedes-Benz,A Class,A200 CDI Sport,2014,61349,Diesel,Second Owner,Luxury,Bangalore,1550000
7450,Mercedes-Benz,A Class,A200 CDI Sport,2014,61349,Diesel,Second Owner,Luxury,Bangalore,1550000
7451,Mercedes-Benz,CLA,200 CDI Style,2017,60000,Diesel,First Owner,Luxury,Bangalore,3250000
7452,Mercedes-Benz,CLA,45 AMG,2014,39530,Petrol,Second Owner,Luxury,Bangalore,3600000
7453,Mercedes-Benz,CLA,45 AMG,2014,39530,Petrol,Second Owner,Luxury,Bangalore,3600000
7454,BMW,5 Series,525d Sedan,2011,36543,Diesel,Second Owner,Luxury,Bangalore,1900000
7455,BMW,5 Series,525d Sedan,2011,36543,Diesel,Second Owner,Luxury,Bangalore,1900000
7456,Mercedes-Benz,GL-Class,350 CDI Blue Efficiency,2014,77621,Diesel,First Owner,Luxury,Bangalore,3600000
7457,Mercedes-Benz,CLA,200 D Sport Edition,2015,58000,Diesel,Second Owner,Luxury,Bangalore,2485000
7458,Mercedes-Benz,CLA,200 D Sport Edition,2015,58000,Diesel,Second Owner,Luxury,Bangalore,2485000
7459,Audi,Q3,35 TDI Quattro Premium Plus,2015,68208,Diesel,First Owner,Luxury,Bangalore,2450000
7460,Mercedes-Benz,M-Class,ML 350 4Matic,2014,83600,Diesel,First Owner,Luxury,Bangalore,3350000
7461,Audi,A6,35 TDI,2015,64000,Diesel,Second Owner,Luxury,Bangalore,2400000
7462,BMW,3 Series,320d,2012,82761,Diesel,Second Owner,Luxury,Bangalore,1350000
7463,Mercedes-Benz,New C-Class,C 250 CDI Avantgarde,2011,78778,Diesel,Second Owner,Luxury,Bangalore,1100000
7464,Mercedes-Benz,New C-Class,C 220 CDI Elegance AT,2013,88000,Diesel,Second Owner,Luxury,Bangalore,1600000
7465,Porsche,Cayenne,Diesel,2013,89000,Diesel,Second Owner,Luxury,Bangalore,3495000
7466,BMW,X1,xDrive 20d xLine,2018,15000,Diesel,First Owner,Luxury,Bangalore,3170000
7467,Maruti,Eeco,5 Seater AC,2016,8555,Petrol,First Owner,Minivan,Bangalore,379000
7468,Hyundai,Santa Fe,4X4,2013,72851,Diesel,First Owner,Minivan,Bangalore,1225000
7469,Hyundai,Verna,1.6 EX VTVT,2013,64000,Petrol,First Owner,Minivan,Bangalore,560000
7470,Mercedes-Benz,GLE Class,250d,2018,49000,Diesel,Second Owner,Minivan,Bangalore,5495000
7471,Mercedes-Benz,M-Class,ML 250 CDI,2015,39000,Diesel,First Owner,Minivan,Bangalore,3475000
7472,Ford,Endeavour,3.2 Trend AT 4X4,2016,66000,Diesel,First Owner,Minivan,Bangalore,2989000
7473,Hyundai,i10,Magna 1.2 iTech SE,2010,20000,Petrol,First Owner,Minivan,Bangalore,415000
7474,Maruti,Eeco,5 Seater AC BSIV,2019,11000,Petrol,First Owner,Minivan,Bangalore,450000
7475,Maruti,Eeco,5 Seater AC,2019,30661,Petrol,First Owner,Minivan,Bangalore,439000
7476,Maruti,Omni,E MPI STD,2011,83335,Petrol,Second Owner,Minivan,Bangalore,200000
7477,Maruti,Eeco,5 Seater AC BSIV,2019,10745,Petrol,First Owner,Minivan,Bangalore,425000
7478,Maruti,Eeco,Smiles 5 Seater AC,2017,40000,Petrol,Second Owner,Minivan,Bangalore,370000
7479,Maruti,Eeco,7 Seater Standard BSIV,2018,25000,Petrol,First Owner,Minivan,Bangalore,423000
7480,Maruti,Eeco,5 Seater AC BSIV,2017,33000,Petrol,First Owner,Minivan,Bangalore,425000
7481,Maruti,Eeco,5 Seater AC BSIV,2017,40734,Petrol,Second Owner,Minivan,Bangalore,370000
7482,Maruti,Omni,5 Seater BSIV,2014,25000,Petrol,First Owner,Minivan,Bangalore,310000
7483,Maruti,Eeco,5 Seater AC BSIV,2017,84000,Petrol,First Owner,Minivan,Bangalore,390000
7484,Maruti,Eeco,5 Seater Standard BSIV,2014,53000,Petrol,First Owner,Minivan,Bangalore,370000
7485,Maruti,Eeco,5 Seater Standard BSIV,2019,15000,Petrol,First Owner,Minivan,Bangalore,380000
7486,Maruti,Eeco,5 Seater AC BSIV,2011,56000,Petrol,First Owner,Minivan,Bangalore,275000
7487,Maruti,Eeco,5 Seater AC BSIV,2017,25700,Petrol,Second Owner,Minivan,Bangalore,380000
7488,Maruti,Omni,E MPI STD BSIV,2016,90000,Petrol,Second Owner,Minivan,Bangalore,250000
7489,Maruti,Eeco,5 Seater AC BSIV,2014,35000,Petrol,First Owner,Minivan,Bangalore,350000
7490,Maruti,Eeco,5 Seater AC,2015,58000,Petrol,First Owner,Minivan,Bangalore,375000
7491,Maruti,Omni,8 Seater BSII,2008,60000,Petrol,Third Owner,Minivan,Bangalore,150000
7492,Maruti,Omni,LPG CARGO BSIII W IMMOBILISER,2009,120000,LPG,Second Owner,Minivan,Bangalore,130000
7493,Maruti,Omni,E MPI STD BSIV,2016,20000,Petrol,First Owner,Minivan,Bangalore,325000
7494,Mercedes-Benz,GLE Class,250d,2018,49000,Diesel,Second Owner,Super Luxury,Bangalore,5495000
7495,Mercedes-Benz,M-Class,ML 250 CDI,2015,39000,Diesel,First Owner,Super Luxury,Bangalore,3475000
7496,Hyundai,Grand i10,1.2 Kappa Sportz BSIV,2019,9369,Petrol,First Owner,Super Luxury,Bangalore,591000
7497,Mahindra,KUV 100,mFALCON G80 K8,2016,19022,Petrol,First Owner,Super Luxury,Bangalore,424000
7498,Hyundai,i10,Magna 1.2 iTech SE,2010,20000,Petrol,First Owner,Super Luxury,Bangalore,415000
7499,Mercedes-Benz,GLS,350d 4MATIC,2018,54000,Diesel,First Owner,Super Luxury,Bangalore,6600000
7500,Maruti,Ertiga,VXI ABS,2014,19313,Petrol,First Owner,MUV,Bangalore,595000
7501,Hyundai,Grand i10,1.2 Kappa Sportz BSIV,2019,9369,Petrol,First Owner,MUV,Bangalore,591000
7502,Renault,KWID,1.0 RXT AMT Opt BSIV,2019,7858,Petrol,First Owner,MUV,Bangalore,484000
7503,Maruti,Ignis,1.2 Delta BSIV,2017,42206,Petrol,First Owner,MUV,Bangalore,528000
7504,Hyundai,i10,Sportz,2008,93398,Petrol,First Owner,MUV,Bangalore,261000
7505,Volkswagen,Vento,Diesel Highline,2012,93815,Diesel,First Owner,MUV,Bangalore,480000
7506,Hyundai,i10,Magna 1.2 iTech SE,2010,20000,Petrol,First Owner,MUV,Bangalore,415000
7507,Chevrolet,Tavera,Neo 3 LT 8 Seats BSIII,2017,17000,Diesel,First Owner,MUV,Bangalore,975000
7508,Maruti,Ertiga,SHVS VDI,2016,47000,Diesel,First Owner,MUV,Bangalore,820000
7509,Toyota,Innova Crysta,2.4 VX MT 8S BSIV,2018,100000,Diesel,First Owner,MUV,Bangalore,1950000
7510,Toyota,Innova Crysta,2.4 ZX AT,2016,119000,Diesel,Second Owner,MUV,Bangalore,1750000
7511,Maruti,Ertiga,VDI Limited Edition,2015,48000,Diesel,First Owner,MUV,Bangalore,840000
7512,Toyota,Innova,2.0 VX (Petrol) 8 Seater BS IV,2006,126000,Petrol,First Owner,MUV,Bangalore,450000
7513,Toyota,Innova,2.5 V Diesel 8-seater,2009,172353,Diesel,First Owner,MUV,Bangalore,750000
7514,Toyota,Innova,2.5 G4 Diesel 7-seater,2007,120000,Diesel,First Owner,MUV,Bangalore,525000
7515,Maruti,Ertiga,VDI,2013,83000,Diesel,Third Owner,MUV,Bangalore,575000
7516,Maruti,Ertiga,ZDI,2014,88000,Diesel,Second Owner,MUV,Bangalore,745000
7517,Mahindra,Xylo,E8,2012,75000,Diesel,Second Owner,MUV,Bangalore,595000
7518,Mahindra,Xylo,E8 ABS Airbag BSIV,2012,75000,Diesel,Second Owner,MUV,Bangalore,610000
7519,Mahindra,Marazzo,M6,2019,22000,Diesel,First Owner,MUV,Bangalore,1273000
7520,Mahindra,Marazzo,M8,2019,15079,Diesel,First Owner,MUV,Bangalore,1425000
7521,Renault,Triber,RXZ BSIV,2019,14292,Petrol,First Owner,MUV,Bangalore,745000
7522,Renault,Triber,RXT BSIV,2019,9000,Petrol,Second Owner,MUV,Bangalore,600000
7523,Toyota,Innova Crysta,2.8 ZX AT BSIV,2017,12371,Diesel,First Owner,MUV,Bangalore,1750000
7524,Maruti,Ertiga,VXI,2018,28202,Petrol,First Owner,MUV,Bangalore,725000
7525,Tata,Hexa,XE,2018,100000,Diesel,First Owner,MUV,Bangalore,1050000
7526,Chevrolet,Tavera,Neo 3 LT 9 Seats BSIV,2017,17203,Diesel,First Owner,MUV,Bangalore,975000
7527,Honda,Mobilio,RS i-DTEC,2015,60698,Diesel,First Owner,MUV,Bangalore,675000
7528,Maruti,Ertiga,SHVS ZDI,2016,16000,Diesel,First Owner,MUV,Bangalore,875000
7529,Toyota,Innova Crysta,2.4 ZX MT BSIV,2016,34758,Diesel,First Owner,MUV,Bangalore,1825000
7530,Mahindra,Marazzo,M8,2019,20566,Diesel,First Owner,MUV,Bangalore,1300000
7531,Nissan,Evalia,SV,2013,95000,Diesel,First Owner,MUV,Bangalore,460000
7532,Maruti,Ertiga,SHVS VDI Limited Edition,2017,27000,Diesel,First Owner,MUV,Bangalore,875000
7533,Toyota,Innova Crysta,2.8 ZX AT BSIV,2017,36402,Diesel,First Owner,MUV,Bangalore,2035000
7534,Toyota,Innova Crysta,2.4 VX MT BSIV,2017,166695,Diesel,First Owner,MUV,Bangalore,1575000
7535,Chevrolet,Tavera,LT 9 Str BS IV,2017,16000,Diesel,First Owner,MUV,Bangalore,965000
7536,Maruti,Ertiga,ZXI Petrol,2020,10000,Petrol,First Owner,MUV,Bangalore,1050000
7537,Renault,Lodgy,85PS RxL,2016,58717,Diesel,First Owner,MUV,Bangalore,685000
7538,Maruti,Ertiga,SHVS VDI,2017,40000,Diesel,First Owner,MUV,Bangalore,950000
7539,Toyota,Innova Crysta,2.8 GX AT BSIV,2017,39022,Diesel,First Owner,MUV,Bangalore,1825000
7540,Maruti,Ertiga,SHVS ZDI,2016,42231,Diesel,First Owner,MUV,Bangalore,935000
7541,Toyota,Innova Crysta,2.8 ZX AT BSIV,2018,85874,Diesel,First Owner,MUV,Bangalore,2000000
7542,Maruti,Ertiga,VDI,2015,56799,Diesel,First Owner,MUV,Bangalore,795000
7543,Toyota,Innova Crysta,2.8 ZX AT BSIV,2017,58087,Diesel,First Owner,MUV,Bangalore,2050000
7544,Toyota,Innova Crysta,2.4 GX MT BSIV,2016,53620,Diesel,First Owner,MUV,Bangalore,1620000
7545,Toyota,Innova Crysta,2.4 GX MT,2017,45000,Diesel,First Owner,MUV,Bangalore,1725000
7546,Tata,Hexa,XTA,2016,53246,Diesel,First Owner,MUV,Bangalore,1300000
7547,Toyota,Innova Crysta,2.8 ZX AT BSIV,2019,22000,Diesel,First Owner,MUV,Bangalore,2450000
7548,Toyota,Innova Crysta,2.8 ZX AT BSIV,2018,75927,Diesel,First Owner,MUV,Bangalore,2125000
7549,Toyota,Innova Crysta,2.4 GX 7 STR,2020,15519,Diesel,First Owner,MUV,Bangalore,2000000
7550,Toyota,Innova Crysta,2.8 GX AT 8S BSIV,2018,42000,Diesel,Second Owner,MUV,Bangalore,1900000
7551,Toyota,Innova Crysta,2.8 GX AT BSIV,2017,35798,Diesel,First Owner,MUV,Bangalore,1845000
